,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수,date,month,rate,weekday,min_c,max_c,rain,snow,PM,state
3652,2019-04-11,11,AM,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,60.0,45570000.0,831.0,2019-04-11,4.0,0.024,목,4.3,15.7,0.0,0.0,27.04,좋음
3661,2019-04-11,12,PM,100213,200758,스포메틱스 트리플 샤이닝 쿠션(이데베논앰플),이미용,59900,60.0,30465000.0,509.0,2019-04-11,4.0,0.015,목,4.3,15.7,0.0,0.0,27.04,좋음
3628,2019-04-11,13,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,86224000.0,786.0,2019-04-11,4.0,0.045,목,4.3,15.7,0.0,0.0,27.04,좋음
3629,2019-04-11,14,PM,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,60.0,104261000.0,1741.0,2019-04-11,4.0,0.026000000000000002,목,4.3,15.7,0.0,0.0,27.04,좋음
3630,2019-04-11,15,PM,100081,200218,아키 조끼형 더블보정 란쥬 쉐이퍼(96차),속옷,79900,60.0,83253000.0,1042.0,2019-04-11,4.0,0.054000000000000006,목,4.3,15.7,0.0,0.0,27.04,좋음
3631,2019-04-11,16,PM,100515,201579,무이자  해피콜 아르마이드 IH 냄비,주방,119000,60.0,17576000.0,148.0,2019-04-11,4.0,0.051,목,4.3,15.7,0.0,0.0,27.04,좋음
3632,2019-04-11,16,PM,100515,201583,일시불 해피콜 아르마이드 IH 냄비,주방,114000,60.0,39501000.0,347.0,2019-04-11,4.0,0.051,목,4.3,15.7,0.0,0.0,27.04,좋음
3633,2019-04-11,17,PM,100322,201479,국내산 손질갑오징어 8팩,농수축,49900,60.0,171508000.0,3438.0,2019-04-11,4.0,0.015,목,4.3,15.7,0.0,0.0,27.04,좋음
3636,2019-04-11,18,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,28195000.0,219.0,2019-04-11,4.0,0.009000000000000001,목,4.3,15.7,0.0,0.0,27.04,좋음
3637,2019-04-11,18,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,60.0,57686000.0,485.0,2019-04-11,4.0,0.009000000000000001,목,4.3,15.7,0.0,0.0,27.04,좋음
3639,2019-04-11,19,PM,100205,200731,보루네오 루나 유로탑 멀티수납형 LED 침대 K 킹,가구,648000,60.0,65167000.0,101.0,2019-04-11,4.0,0.023,목,4.3,15.7,0.0,0.0,27.04,좋음
3640,2019-04-11,19,PM,100205,200732,보루네오 루나 유로탑 멀티수납형 LED 침대 Q 퀸,가구,598000,60.0,53475000.0,90.0,2019-04-11,4.0,0.023,목,4.3,15.7,0.0,0.0,27.04,좋음
3641,2019-04-11,19,PM,100205,200733,보루네오 루나 유로탑 멀티수납형 LED 침대 SS 슈퍼싱글,가구,548000,60.0,81069000.0,148.0,2019-04-11,4.0,0.023,목,4.3,15.7,0.0,0.0,27.04,좋음
3644,2019-04-11,20,PM,100579,201717,무이자 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,569000,60.0,51410000.0,91.0,2019-04-11,4.0,0.0,목,4.3,15.7,0.0,0.0,27.04,좋음
3645,2019-04-11,20,PM,100579,201769,일시불 삼성 엑티브워시 세탁기14kg WA14N6781TG,가전,509000,60.0,70182000.0,138.0,2019-04-11,4.0,0.0,목,4.3,15.7,0.0,0.0,27.04,좋음
3647,2019-04-11,21,PM,100717,202102,로베르타 디 까메리노 Y밸런스업 지퍼쉐이핑 란쥬,속옷,99900,60.0,155503000.0,1557.0,2019-04-11,4.0,0.051,목,4.3,15.7,0.0,0.0,27.04,좋음
3649,2019-04-11,22,PM,100574,201683,무이자 삼성 5도어 냉장고 H9000 RH81M8011S9,가전,1619000,60.0,56783000.0,36.0,2019-04-11,4.0,0.0,목,4.3,15.7,0.0,0.0,27.04,좋음
3650,2019-04-11,22,PM,100574,201736,일시불 삼성 5도어 냉장고 H9000 RH81M8011S9,가전,1469000,60.0,36415000.0,25.0,2019-04-11,4.0,0.0,목,4.3,15.7,0.0,0.0,27.04,좋음
3653,2019-04-11,23,PM,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,60.0,19674000.0,19.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3654,2019-04-11,23,PM,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,60.0,38116000.0,22.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3655,2019-04-11,23,PM,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,60.0,61117000.0,22.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3656,2019-04-11,23,PM,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,60.0,30163000.0,31.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3657,2019-04-11,23,PM,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,60.0,20643000.0,13.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3658,2019-04-11,23,PM,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,60.0,32770000.0,13.0,2019-04-11,4.0,0.008,목,4.3,15.7,0.0,0.0,27.04,좋음
3706,2019-04-12,0,AM,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,60.0,71363000.0,802.0,2019-04-12,4.0,0.012,금,5.5,18.4,0.0,0.0,50.24,보통
3707,2019-04-12,0,AM,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,60.0,37040000.0,417.0,2019-04-12,4.0,0.012,금,5.5,18.4,0.0,0.0,50.24,보통
3662,2019-04-12,1,AM,100025,200037,김병지 거미손 풀확장 일체형 코일카매트,생활용품,61800,55.0,31944000.0,517.0,2019-04-12,4.0,0.025,금,5.5,18.4,0.0,0.0,50.24,보통
3669,2019-04-12,6,AM,100017,200027,[플로쥬] 트윙클 아일렛 스니커즈,잡화,39000,60.0,82148000.0,2107.0,2019-04-12,4.0,0.067,금,5.5,18.4,0.0,0.0,50.24,보통
3671,2019-04-12,7,AM,100347,201084,스피드랙 베이직 4단,생활용품,78000,60.0,8327000.0,107.0,2019-04-12,4.0,0.0,금,5.5,18.4,0.0,0.0,50.24,보통
3672,2019-04-12,7,AM,100347,201086,스피드랙 베이직 4단 1+1,생활용품,118000,60.0,59084000.0,501.0,2019-04-12,4.0,0.0,금,5.5,18.4,0.0,0.0,50.24,보통
3674,2019-04-12,8,AM,100635,201945,바로바로 무선청소기,생활용품,89000,60.0,65316000.0,734.0,2019-04-12,4.0,0.1,금,5.5,18.4,0.0,0.0,50.24,보통
3681,2019-04-12,9,AM,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,60.0,69818000.0,785.0,2019-04-12,4.0,0.006,금,5.5,18.4,0.0,0.0,50.24,보통
3682,2019-04-12,9,AM,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,60.0,42576000.0,479.0,2019-04-12,4.0,0.006,금,5.5,18.4,0.0,0.0,50.24,보통
3691,2019-04-12,10,AM,100837,202466,무이자 쿠쿠전기밥솥 10인용,주방,218000,60.0,34222000.0,157.0,2019-04-12,4.0,0.02,금,5.5,18.4,0.0,0.0,50.24,보통
3692,2019-04-12,10,AM,100837,202469,무이자 쿠쿠전기밥솥 6인용,주방,208000,60.0,12534000.0,61.0,2019-04-12,4.0,0.02,금,5.5,18.4,0.0,0.0,50.24,보통
3693,2019-04-12,10,AM,100837,202472,일시불  쿠쿠전기밥솥 6인용,주방,198000,60.0,10464000.0,53.0,2019-04-12,4.0,0.02,금,5.5,18.4,0.0,0.0,50.24,보통
3694,2019-04-12,10,AM,100837,202479,일시불 쿠쿠전기밥솥 10인용,주방,208000,60.0,37284000.0,180.0,2019-04-12,4.0,0.02,금,5.5,18.4,0.0,0.0,50.24,보통
3703,2019-04-12,11,AM,100629,201936,오렐리안 풍기인견 란쥬패키지,속옷,99900,60.0,88501000.0,886.0,2019-04-12,4.0,0.019,금,5.5,18.4,0.0,0.0,50.24,보통
3708,2019-04-12,12,PM,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,60.0,98831000.0,1985.0,2019-04-12,4.0,0.039,금,5.5,18.4,0.0,0.0,50.24,보통
3663,2019-04-12,13,PM,100749,202190,레코바 남성 다이얼워킹화세트,잡화,54900,60.0,35086000.0,640.0,2019-04-12,4.0,0.032,금,5.5,18.4,0.0,0.0,50.24,보통
3664,2019-04-12,13,PM,100749,202194,레코바 여성 다이얼워킹화세트,잡화,54900,60.0,29880000.0,545.0,2019-04-12,4.0,0.032,금,5.5,18.4,0.0,0.0,50.24,보통
3665,2019-04-12,14,PM,100074,200200,비버리힐스폴로클럽 남성기초세트(골드+플라),이미용,39800,60.0,85552000.0,2150.0,2019-04-12,4.0,0.0,금,5.5,18.4,0.0,0.0,50.24,보통
3666,2019-04-12,15,PM,100718,202105,로베르타 디 까메리노 수피마 코튼 프리컷 브라팬티,속옷,89900,60.0,70241000.0,782.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3667,2019-04-12,16,PM,100642,201961,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,60.0,94287000.0,1890.0,2019-04-12,4.0,0.048,금,5.5,18.4,0.0,0.0,50.24,보통
3668,2019-04-12,17,PM,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,60.0,100559000.0,846.0,2019-04-12,4.0,0.011000000000000001,금,5.5,18.4,0.0,0.0,50.24,보통
3670,2019-04-12,18,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,161112000.0,5214.0,2019-04-12,4.0,0.012,금,5.5,18.4,0.0,0.0,50.24,보통
3673,2019-04-12,19,PM,100809,202394,CERINI by PAT 남성 캐주얼 셔츠 4종,의류,69900,60.0,70475000.0,1009.0,2019-04-12,4.0,0.062,금,5.5,18.4,0.0,0.0,50.24,보통
3675,2019-04-12,20,PM,100500,201502,(무) 삼익가구 LED 제니비 서랍형 침대 K,가구,649000,60.0,16108000.0,25.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3676,2019-04-12,20,PM,100500,201503,(무) 삼익가구 LED 제니비 서랍형 침대 Q,가구,599000,60.0,10414000.0,18.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3677,2019-04-12,20,PM,100500,201504,(무) 삼익가구 LED 제니비 서랍형 침대 SS,가구,549000,60.0,18992000.0,35.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3678,2019-04-12,20,PM,100500,201508,(일) 삼익가구 LED 제니비 서랍형 침대 K,가구,599000,60.0,14829000.0,25.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3679,2019-04-12,20,PM,100500,201509,(일) 삼익가구 LED 제니비 서랍형 침대 Q,가구,549000,60.0,14992000.0,28.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3680,2019-04-12,20,PM,100500,201510,(일) 삼익가구 LED 제니비 서랍형 침대 SS,가구,499000,60.0,30797000.0,62.0,2019-04-12,4.0,0.013999999999999999,금,5.5,18.4,0.0,0.0,50.24,보통
3683,2019-04-12,21,PM,100502,201521,(무) 한샘 하이바스 내추럴 기본형,가구,3390000,60.0,55311000.0,17.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3684,2019-04-12,21,PM,100502,201536,(무)한샘 하이바스 내추럴 기본형 + 키큰장,가구,3690000,60.0,15078000.0,5.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3685,2019-04-12,21,PM,100502,201537,(무)한샘 하이바스 내추럴 하부장 + 키큰장,가구,3990000,60.0,8173000.0,3.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3686,2019-04-12,21,PM,100502,201538,(무)한샘 하이바스 내추럴 하부장형,가구,3690000,60.0,7562000.0,3.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3687,2019-04-12,21,PM,100502,201553,(일)한샘 하이바스 내추럴 기본형,가구,3051000,60.0,24946000.0,9.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3688,2019-04-12,21,PM,100502,201554,(일)한샘 하이바스 내추럴 기본형 + 키큰장,가구,3321000,60.0,0.0,0.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3689,2019-04-12,21,PM,100502,201555,(일)한샘 하이바스 내추럴 하부장 + 키큰장,가구,3591000,60.0,0.0,0.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3690,2019-04-12,21,PM,100502,201556,(일)한샘 하이바스 내추럴 하부장형,가구,3321000,60.0,0.0,0.0,2019-04-12,4.0,0.018000000000000002,금,5.5,18.4,0.0,0.0,50.24,보통
3695,2019-04-12,22,PM,100148,200434,무이자 LG 울트라HD TV 55UK6800HNC,가전,1430000,60.0,10711000.0,8.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3696,2019-04-12,22,PM,100148,200443,무이자 LG 울트라HD TV 65UK6800HNC,가전,1930000,60.0,33496000.0,18.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3697,2019-04-12,22,PM,100148,200452,무이자 LG 울트라HD TV 70UK7400KNA,가전,2790000,60.0,0.0,0.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3698,2019-04-12,22,PM,100148,200456,무이자 LG 울트라HD TV 75UK6200KNB,가전,3090000,60.0,30669000.0,10.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3699,2019-04-12,22,PM,100148,200501,일시불 LG 울트라HD TV 55UK6800HNC,가전,1300000,60.0,25736000.0,20.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3700,2019-04-12,22,PM,100148,200510,일시불 LG 울트라HD TV 65UK6800HNC,가전,1700000,60.0,54694000.0,33.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3701,2019-04-12,22,PM,100148,200519,일시불 LG 울트라HD TV 70UK7400KNA,가전,2500000,60.0,6223000.0,3.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3702,2019-04-12,22,PM,100148,200524,일시불 LG 울트라HD TV 75UK6200KNB,가전,2800000,60.0,34710000.0,13.0,2019-04-12,4.0,0.051,금,5.5,18.4,0.0,0.0,50.24,보통
3704,2019-04-12,23,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,71670000.0,147.0,2019-04-12,4.0,0.01,금,5.5,18.4,0.0,0.0,50.24,보통
3705,2019-04-12,23,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,69621000.0,159.0,2019-04-12,4.0,0.01,금,5.5,18.4,0.0,0.0,50.24,보통
3709,2019-04-13,1,AM,100736,202163,김병만의 정글피싱  낚시세트,생활용품,149000,55.0,44332000.0,298.0,2019-04-13,4.0,0.045,토,6.2,17.9,0.0,0.0,48.68,보통
3717,2019-04-13,6,AM,100162,200567,트레스패스 남성 다이얼 트레킹화 세트,잡화,49800,60.0,39001000.0,784.0,2019-04-13,4.0,0.012,토,6.2,17.9,0.0,0.0,48.68,보통
3718,2019-04-13,6,AM,100162,200571,트레스패스 여성 다이얼 트레킹화 세트,잡화,49800,60.0,30818000.0,619.0,2019-04-13,4.0,0.012,토,6.2,17.9,0.0,0.0,48.68,보통
3719,2019-04-13,7,AM,100466,201432,디키즈 윈드브레이커1종,의류,44000,60.0,98775000.0,2245.0,2019-04-13,4.0,0.037000000000000005,토,6.2,17.9,0.0,0.0,48.68,보통
3722,2019-04-13,8,AM,100776,202269,뷰티플렉스 풍기인견 브라탑패키지,속옷,69900,60.0,116087000.0,1661.0,2019-04-13,4.0,0.015,토,6.2,17.9,0.0,0.0,48.68,보통
3730,2019-04-13,9,AM,100735,202156,(무)[안드레아바나]리얼카이만 악어 토트백,잡화,458000,60.0,23162000.0,51.0,2019-04-13,4.0,0.006999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3731,2019-04-13,9,AM,100735,202157,(일)[안드레아바나]리얼카이만 악어 토트백,잡화,438000,60.0,35600000.0,82.0,2019-04-13,4.0,0.006999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3732,2019-04-13,9,AM,100735,202159,[안드레아바나]리얼카이만 악어 바디 숄더백,잡화,178000,60.0,22566000.0,127.0,2019-04-13,4.0,0.006999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3733,2019-04-13,9,AM,100735,202161,[안드레아바나]리얼카이만 악어 테일 숄더백,잡화,178000,60.0,8980000.0,51.0,2019-04-13,4.0,0.006999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3742,2019-04-13,10,AM,100185,201963,2019 S/S 엘리자베스아덴 선글라스 2종,잡화,49900,60.0,141617000.0,2839.0,2019-04-13,4.0,0.013999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3746,2019-04-13,11,AM,100088,200236,에코라믹 통주물 스톤 냄비세트,주방,60900,60.0,137337000.0,2256.0,2019-04-13,4.0,0.006,토,6.2,17.9,0.0,0.0,48.68,보통
3752,2019-04-13,12,PM,100448,201380,무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,60.0,26406000.0,149.0,2019-04-13,4.0,0.031,토,6.2,17.9,0.0,0.0,48.68,보통
3753,2019-04-13,12,PM,100448,201381,무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,60.0,8112000.0,52.0,2019-04-13,4.0,0.031,토,6.2,17.9,0.0,0.0,48.68,보통
3754,2019-04-13,12,PM,100448,201387,일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,35094000.0,209.0,2019-04-13,4.0,0.031,토,6.2,17.9,0.0,0.0,48.68,보통
3755,2019-04-13,12,PM,100448,201388,일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,60.0,21339000.0,145.0,2019-04-13,4.0,0.031,토,6.2,17.9,0.0,0.0,48.68,보통
3710,2019-04-13,13,PM,100251,200845,K-SWISS 남성에어핏트랙수트,의류,89000,60.0,95584000.0,1074.0,2019-04-13,4.0,0.013999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3711,2019-04-13,13,PM,100251,200856,K-SWISS 여성에어핏트랙수트,의류,89000,60.0,46331000.0,521.0,2019-04-13,4.0,0.013999999999999999,토,6.2,17.9,0.0,0.0,48.68,보통
3712,2019-04-13,14,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,29322000.0,228.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3713,2019-04-13,14,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,60.0,62394000.0,525.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3714,2019-04-13,15,PM,100478,201453,파뷔에 항균도마 1+1세트,주방,49800,60.0,161625000.0,3246.0,2019-04-13,4.0,0.055,토,6.2,17.9,0.0,0.0,48.68,보통
3715,2019-04-13,16,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,118796000.0,1082.0,2019-04-13,4.0,0.024,토,6.2,17.9,0.0,0.0,48.68,보통
3716,2019-04-13,17,PM,100283,200912,실크트리 풍기인견 데일리 쿨 이지탑 패키지,속옷,44000,60.0,111318000.0,2530.0,2019-04-13,4.0,0.03,토,6.2,17.9,0.0,0.0,48.68,보통
3720,2019-04-13,19,PM,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,20.0,15397000.0,386.0,2019-04-13,4.0,0.015,토,6.2,17.9,0.0,0.0,48.68,보통
3721,2019-04-13,19,PM,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,20.0,34676000.0,579.0,2019-04-13,4.0,0.015,토,6.2,17.9,0.0,0.0,48.68,보통
3723,2019-04-13,20,PM,100450,201392,코튼데이 유기농 순면 마스크 KF94 60매,생활용품,39900,20.0,15371000.0,386.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3724,2019-04-13,20,PM,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,40.0,19594000.0,19.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3725,2019-04-13,20,PM,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,40.0,10984000.0,7.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3726,2019-04-13,20,PM,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,40.0,26152000.0,10.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3727,2019-04-13,20,PM,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,40.0,21140000.0,22.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3728,2019-04-13,20,PM,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,40.0,30841000.0,19.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3729,2019-04-13,20,PM,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,40.0,32720000.0,13.0,2019-04-13,4.0,0.013000000000000001,토,6.2,17.9,0.0,0.0,48.68,보통
3734,2019-04-13,21,PM,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,40.0,62959000.0,41.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3735,2019-04-13,21,PM,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,40.0,34382000.0,25.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3736,2019-04-13,21,PM,100575,201685,무이자 삼성 UHD TV UN55NU7050F,가전,1080000,20.0,16330000.0,16.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3737,2019-04-13,21,PM,100575,201688,무이자 삼성 UHD TV UN65NU7050F,가전,1800000,20.0,21757000.0,13.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3738,2019-04-13,21,PM,100575,201692,무이자 삼성 UHD TV UN75NU7050F,가전,2880000,20.0,0.0,0.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3739,2019-04-13,21,PM,100575,201738,일시불 삼성 UHD TV UN55NU7050F,가전,1000000,20.0,24061000.0,25.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3740,2019-04-13,21,PM,100575,201742,일시불 삼성 UHD TV UN65NU7050F,가전,1700000,20.0,5173000.0,4.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3741,2019-04-13,21,PM,100575,201746,일시불 삼성 UHD TV UN75NU7050F,가전,2700000,20.0,0.0,0.0,2019-04-13,4.0,0.027999999999999997,토,6.2,17.9,0.0,0.0,48.68,보통
3743,2019-04-13,22,PM,100155,200488,무이자 LG전자 매직스페이스 냉장고,가전,1549000,20.0,25172000.0,17.0,2019-04-13,4.0,0.023,토,6.2,17.9,0.0,0.0,48.68,보통
3744,2019-04-13,22,PM,100155,200555,일시불 LG전자 매직스페이스 냉장고,가전,1409000,20.0,34305000.0,25.0,2019-04-13,4.0,0.023,토,6.2,17.9,0.0,0.0,48.68,보통
3745,2019-04-13,22,PM,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,40.0,58908000.0,424.0,2019-04-13,4.0,0.023,토,6.2,17.9,0.0,0.0,48.68,보통
3747,2019-04-13,23,PM,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,40.0,0.0,0.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3748,2019-04-13,23,PM,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,40.0,3448000.0,8.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3749,2019-04-13,23,PM,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,40.0,8298000.0,21.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3750,2019-04-13,23,PM,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,40.0,36841000.0,82.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3751,2019-04-13,23,PM,100607,201879,푸마 드라이셀 퓨징 브라세트 패키지,속옷,139000,20.0,44885000.0,323.0,2019-04-13,4.0,0.02,토,6.2,17.9,0.0,0.0,48.68,보통
3809,2019-04-14,0,AM,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,20.0,0.0,0.0,2019-04-14,4.0,0.015,일,6.9,13.6,1.0,0.0,38.64,보통
3810,2019-04-14,0,AM,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,20.0,11499000.0,24.0,2019-04-14,4.0,0.015,일,6.9,13.6,1.0,0.0,38.64,보통
3811,2019-04-14,0,AM,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,20.0,1410000.0,4.0,2019-04-14,4.0,0.015,일,6.9,13.6,1.0,0.0,38.64,보통
3812,2019-04-14,0,AM,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,20.0,24171000.0,54.0,2019-04-14,4.0,0.015,일,6.9,13.6,1.0,0.0,38.64,보통
3756,2019-04-14,1,AM,100779,202276,쿠미투니카 라이크라 보정 레이스멀티팬티,속옷,39900,35.016666666666666,35220000.0,883.0,2019-04-14,4.0,0.025,일,6.9,13.6,1.0,0.0,38.64,보통
3765,2019-04-14,6,AM,100792,202353,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,60.0,33275000.0,814.0,2019-04-14,4.0,0.011000000000000001,일,6.9,13.6,1.0,0.0,38.64,보통
